time,wx,wy,wz,turnRate,currAngle
10098,-0.65,2.01,1.54,-1.23,-0.00
10102,-0.65,2.01,1.54,-0.95,-0.01
10116,-0.65,2.01,1.54,-0.70,-0.02
10130,0.10,-0.22,-3.23,-0.31,-0.02
10143,-0.91,-0.44,-3.03,0.02,-0.02
10158,-0.81,0.26,-3.06,0.33,-0.02
10171,0.22,0.62,-2.91,0.59,-0.01
10184,0.06,0.72,-2.80,0.81,0.00
10198,-0.96,0.59,-2.87,1.01,0.01
10211,0.30,0.26,-2.74,1.19,0.03
10224,-0.35,20.23,6.02,1.67,0.05
10237,0.21,17.09,5.45,2.05,0.08
10251,0.21,17.09,5.45,2.39,0.11
10264,0.21,17.09,5.45,2.69,0.15
10277,-0.77,14.50,5.02,2.93,0.19
10291,-0.67,0.57,1.52,2.79,0.22
10304,-0.07,0.59,1.46,2.65,0.26
10317,0.29,0.25,1.47,2.54,0.29
10331,0.68,0.53,1.39,2.42,0.32
10343,-0.66,0.73,1.21,2.30,0.35
10357,1.57,-18.00,-9.30,3.00,0.39
10371,-0.37,-13.67,-8.30,3.53,0.44
10384,0.10,-12.62,-7.70,3.95,0.50
10397,0.10,-12.62,-7.70,4.32,0.55
10412,0.10,-12.62,-7.70,4.66,0.62
10425,0.62,-11.06,-7.25,4.92,0.68
10438,0.04,0.25,-4.11,4.84,0.75
10451,0.30,-0.31,-3.92,4.75,0.81
10465,-0.25,1.10,-3.75,4.65,0.88
10478,-0.09,15.64,3.86,4.57,0.94
10492,0.45,11.87,3.08,4.42,1.00
10506,0.44,9.14,2.55,4.23,1.05
10518,-0.33,6.81,1.86,4.00,1.11
10531,0.25,6.59,1.76,3.77,1.16
10545,0.25,6.59,1.76,3.57,1.20
10558,0.25,6.59,1.76,3.39,1.25
10571,0.25,6.59,1.76,3.23,1.29
10584,0.49,-0.35,0.26,2.93,1.33
10597,-1.32,-0.42,0.24,2.66,1.36
10610,1.23,-13.34,-7.31,3.13,1.40
10625,-0.30,-9.09,-6.18,3.43,1.45
10638,0.19,-7.74,-5.67,3.66,1.50
10651,1.25,-6.05,-5.05,3.80,1.55
10664,0.44,-3.65,-4.59,3.87,1.60
10678,0.20,-2.49,-4.25,3.91,1.66
10691,0.20,-2.49,-4.25,3.95,1.71
10705,0.20,-2.49,-4.25,3.98,1.76
10719,0.20,-2.49,-4.25,4.00,1.82
10732,0.28,0.37,-0.67,3.67,1.87
10745,0.17,1.63,-0.58,3.36,1.91
10759,0.24,0.65,-0.68,3.09,1.95
10772,0.30,0.99,-0.53,2.84,1.99
10785,0.20,0.34,-0.65,2.62,2.02
10799,0.47,0.75,-0.60,2.42,2.06
10812,0.20,0.77,-0.70,2.24,2.09
10824,0.06,-0.11,-0.76,2.10,2.11
10839,-0.31,-0.03,-0.81,1.97,2.14
10852,-0.31,-0.03,-0.81,1.85,2.16
10865,-0.31,-0.03,-0.81,1.75,2.19
10878,1.17,-11.42,-5.83,2.15,2.22
10893,1.07,1.04,-3.08,2.25,2.25
10906,-1.15,1.33,-3.06,2.33,2.28
10919,-0.12,0.70,-2.94,2.39,2.31
10933,-0.18,1.32,-2.89,2.44,2.34
10946,-0.45,0.39,-3.06,2.50,2.38
10959,-0.04,0.03,-2.95,2.55,2.41
10973,1.15,0.53,-2.75,2.57,2.45
10986,1.59,44.26,18.95,4.21,2.50
10999,1.59,44.26,18.95,5.68,2.58
11013,1.59,44.26,18.95,7.01,2.67
11027,1.32,39.60,17.86,8.09,2.78
11040,-1.36,0.83,8.10,8.09,2.89
11054,-0.05,0.08,-0.06,7.29,2.99
11067,-0.03,0.18,-0.06,6.57,3.08
11080,-1.39,-0.52,7.36,6.65,3.16
11094,-1.86,-1.37,7.07,6.69,3.25
11107,2.52,-47.71,-16.57,7.68,3.36
11120,0.49,-36.26,-13.84,8.29,3.47
11134,0.98,-28.11,-11.62,8.63,3.59
11148,0.98,-28.11,-11.62,8.93,3.71
11162,0.98,-28.11,-11.62,9.20,3.84
11175,0.98,-28.11,-11.62,9.44,3.97
11190,-1.11,0.44,-4.86,8.98,4.09
11203,-0.47,-1.16,-4.79,8.56,4.21
11216,-1.09,-1.07,-4.81,8.19,4.32
11230,-0.84,19.85,6.56,8.03,4.43
11244,0.03,0.02,-0.09,7.23,4.53
11257,-0.05,0.06,-0.10,6.52,4.61
11271,-0.75,10.47,3.40,6.21,4.70
11284,-0.35,7.77,2.83,5.87,4.77
11297,-0.35,7.77,2.83,5.57,4.85
11311,-0.35,7.77,2.83,5.29,4.92
11324,-0.35,7.77,2.83,5.05,4.99
11336,-0.82,0.32,1.15,4.66,5.05
11351,-1.94,4.37,2.66,4.46,5.11
11364,0.49,2.37,2.45,4.26,5.16
11376,0.17,2.56,2.31,4.06,5.22
11389,-0.30,2.01,2.15,3.87,5.27
11403,-0.10,0.04,-0.03,3.49,5.31
11416,-0.05,1.00,1.89,3.33,5.36
11429,-0.83,0.01,1.89,3.18,5.40
11443,-0.30,0.70,1.96,3.06,5.44
11456,-0.30,0.70,1.96,2.95,5.48
11469,-0.30,0.70,1.96,2.85,5.52
11483,0.32,7.54,5.04,3.07,5.56
11496,-0.73,-1.71,2.94,3.06,5.60
11509,-0.73,-0.84,2.87,3.04,5.64
11523,-0.82,-1.25,2.88,3.02,5.68
11536,0.28,-2.02,2.84,3.00,5.72
11549,-1.09,-1.45,2.91,3.00,5.76
11563,-0.52,-0.11,2.78,2.97,5.80
11576,-0.80,-0.50,2.67,2.94,5.84
11589,-0.91,0.01,2.74,2.92,5.88
11602,-0.91,0.01,2.74,2.91,5.92
11616,-0.91,0.01,2.74,2.89,5.96
11629,-0.91,0.01,2.74,2.87,5.99
11642,-0.14,-0.41,3.56,2.94,6.03
11656,-1.30,-0.55,3.33,2.98,6.07
11669,-0.09,0.11,-0.06,2.69,6.11
11682,-0.02,-0.01,-0.10,2.43,6.14
11697,0.14,-3.35,3.22,2.51,6.18
11710,0.06,-0.96,3.27,2.59,6.21
11723,2.88,-26.95,-8.40,3.17,6.25
11737,1.23,-20.14,-6.88,3.54,6.30
11750,1.23,-20.14,-6.88,3.87,6.35
11763,1.23,-20.14,-6.88,4.17,6.41
11778,1.23,-20.14,-6.88,4.45,6.47
11791,-1.93,-4.27,-2.94,4.30,6.53
11804,-0.10,0.03,-0.09,3.87,6.58
11817,-2.36,-0.77,-2.37,3.72,6.63
11832,-1.21,-0.76,-2.41,3.59,6.68
11845,1.91,0.85,-2.13,3.45,6.73
11858,0.99,1.75,-2.35,3.34,6.77
11872,0.59,2.14,-2.27,3.23,6.81
11885,3.02,3.20,-2.21,3.13,6.86
11898,3.02,3.20,-2.21,3.04,6.90
11912,3.02,3.20,-2.21,2.95,6.93
11925,3.02,3.20,-2.21,2.88,6.97
11938,0.41,-0.98,-1.97,2.79,7.01
11952,-0.75,-2.96,-2.13,2.72,7.05
11965,-1.01,-3.32,-1.72,2.62,7.08
11978,-0.14,0.20,-0.16,2.38,7.11
11992,-0.02,0.27,-0.20,2.16,7.14
12005,1.08,-0.56,-3.17,2.26,7.17
12019,-3.63,-4.62,-3.67,2.40,7.21
12033,-0.34,0.33,0.02,2.16,7.24
12046,1.73,2.58,-2.85,2.23,7.26
12059,1.73,2.58,-2.85,2.29,7.30
12072,1.73,2.58,-2.85,2.35,7.33
12086,0.31,-0.66,-6.00,2.71,7.36
12099,12.63,6.89,1.48,2.59,7.40
12112,-0.49,31.67,-3.11,2.64,7.43
12126,-7.63,25.70,-8.45,3.22,7.48
12139,-2.71,22.06,-11.93,4.09,7.53
12153,-5.97,10.36,-13.83,5.07,7.60
12167,-0.10,0.02,-19.52,6.51,7.69
12180,8.09,4.97,-15.09,7.37,7.79
12194,9.09,-4.71,-15.72,8.21,7.90
12208,9.09,-4.71,-15.72,8.96,8.02
12221,9.09,-4.71,-15.72,9.63,8.15
12234,9.09,-4.71,-15.72,10.24,8.29
12249,1.24,10.54,-22.59,11.48,8.45
12262,-4.24,8.82,-23.17,12.65,8.63
12276,-5.59,14.34,-23.06,13.69,8.81
12290,-0.98,0.46,-23.05,14.62,9.02
12304,-0.18,0.02,-24.90,15.65,9.23
12317,-0.60,0.14,-25.43,16.63,9.46
12332,-0.04,4.02,-22.66,17.23,9.70
12345,1.68,2.32,-23.66,17.88,9.95
12358,1.68,2.32,-23.66,18.45,10.20
12372,1.68,2.32,-23.66,18.97,10.46
12386,1.68,2.32,-23.66,19.44,10.73
12400,-0.27,0.11,-32.02,20.70,11.01
12414,-0.10,-1.84,-29.36,21.57,11.31
12428,-0.61,3.60,-29.85,22.40,11.63
12442,-0.04,7.08,-29.91,23.15,11.95
12455,-4.64,4.54,-30.36,23.87,12.28
12470,7.33,-19.31,-44.17,25.90,12.64
12484,5.51,-4.88,-41.30,27.44,13.03
12497,0.36,-2.21,-40.37,28.73,13.43
12512,0.36,-2.21,-40.37,29.90,13.85
12526,0.36,-2.21,-40.37,30.94,14.28
12539,-0.37,0.13,-30.29,30.88,14.71
12554,-5.65,-0.79,-31.94,30.98,15.14
12568,-2.46,2.40,-30.83,30.97,15.58
12581,-5.08,-0.48,-30.90,30.96,16.01
12596,-7.23,20.51,-20.46,29.91,16.43
12610,-0.48,22.02,-20.34,28.95,16.84
12624,-0.36,0.34,-28.97,28.96,17.25
12638,-2.64,14.31,-20.01,28.06,17.64
12652,-1.21,16.28,-19.69,27.22,18.03
12666,-1.21,16.28,-19.69,26.47,18.40
12681,-1.21,16.28,-19.69,25.79,18.76
12694,-0.43,0.11,-24.57,25.67,19.12
12708,4.10,7.99,-15.97,24.70,19.47
12722,-0.43,-0.09,-23.38,24.57,19.81
12736,15.83,-27.76,-36.22,25.73,20.17
12750,7.05,-16.50,-32.60,26.42,20.55
12765,7.09,-6.71,-29.86,26.77,20.93
12778,-0.43,0.19,-20.24,26.11,21.29
12792,-0.31,0.31,-19.32,25.43,21.64
12807,5.61,3.50,-25.30,25.42,22.00
12820,5.61,3.50,-25.30,25.41,22.35
12834,5.61,3.50,-25.30,25.40,22.70
12848,-7.42,-4.38,-25.87,25.44,23.05
12862,22.13,-10.28,-22.49,25.15,23.40
12876,19.65,-16.39,-20.43,24.68,23.76
12891,8.11,-4.35,-19.25,24.13,24.10
12904,15.44,-1.94,-17.70,23.49,24.43
12918,30.16,19.99,-15.15,22.66,24.75
12933,28.12,8.41,-15.28,21.92,25.06
12946,15.87,0.27,-15.67,21.29,25.35
12960,15.87,0.27,-15.67,20.73,25.64
12975,15.87,0.27,-15.67,20.23,25.92
12988,15.87,0.27,-15.67,19.77,26.20
13002,-5.29,6.74,-14.57,19.25,26.47
13017,-5.39,-1.14,-15.41,18.87,26.73
13030,-3.34,-0.61,-15.53,18.53,26.99
13044,-6.12,2.57,-16.15,18.29,27.25
13059,-0.27,0.10,-17.77,18.24,27.51
13072,-0.23,0.24,-18.17,18.23,27.76
13086,-3.97,2.61,-16.04,18.02,28.01
13101,9.92,-12.48,-26.87,18.90,28.27
13114,9.92,-12.48,-26.87,19.70,28.55
13128,9.92,-12.48,-26.87,20.41,28.84
13143,23.33,-25.64,-34.39,21.81,29.15
13157,15.72,0.82,-25.40,22.17,29.46
13170,-2.13,12.33,-25.93,22.55,29.78
13185,-10.09,23.15,-26.14,22.91,30.10
13199,-2.37,15.48,-26.20,23.24,30.43
13213,-0.51,0.37,-29.80,23.89,30.77
13228,-0.12,3.38,-32.55,24.76,31.12
13241,-0.17,3.29,-32.76,25.56,31.47
13255,-0.34,3.19,-33.15,26.32,31.84
13268,-0.34,3.19,-33.15,27.00,32.22
13283,-0.34,3.19,-33.15,27.61,32.60
13297,-3.69,6.12,-30.47,27.90,32.99
13310,-9.06,15.14,-29.62,28.07,33.38
13325,-12.73,11.27,-29.40,28.20,33.78
13339,-6.94,12.03,-28.72,28.26,34.18
13353,3.79,5.56,-33.18,28.75,34.59
13367,3.24,0.78,-32.16,29.09,34.99
13381,3.52,-0.31,-31.05,29.28,35.39
13394,7.66,4.31,-28.84,29.24,35.80
13409,7.66,4.31,-28.84,29.20,36.20
13422,7.66,4.31,-28.84,29.17,36.60
13436,7.66,4.31,-28.84,29.13,37.00
13450,0.83,6.31,-22.08,28.43,37.40
13464,-0.52,-0.09,-29.17,28.50,37.79
13477,11.27,-14.19,-37.51,29.40,38.20
13492,11.69,1.90,-33.93,29.86,38.63
13506,10.71,-5.00,-31.24,29.99,39.05
13520,15.24,-8.33,-27.79,29.77,39.47
13534,8.98,-10.06,-27.37,29.53,39.88
13548,8.40,-20.25,-28.83,29.46,40.30
13562,8.40,-20.25,-28.83,29.40,40.71
13577,8.40,-20.25,-28.83,29.34,41.13
13591,8.40,-20.25,-28.83,29.29,41.54
13604,3.01,27.72,-39.63,30.32,41.97
13619,3.04,17.83,-36.15,30.91,42.40
13633,6.21,12.92,-33.91,31.21,42.84
13646,-5.85,2.22,-36.43,31.73,43.28
13661,-3.24,-18.30,-39.73,32.53,43.73
13675,-10.19,-11.70,-42.60,33.54,44.21
13689,-7.67,-4.77,-46.46,34.83,44.71
13704,-7.31,-7.60,-47.24,36.07,45.22
13717,-7.31,-7.60,-47.24,37.19,45.75
13731,-7.31,-7.60,-47.24,38.19,46.29
13746,13.48,-19.34,-61.07,40.48,46.86
13760,-9.08,13.53,-47.60,41.19,47.45
13774,-7.47,15.24,-49.15,41.99,48.04
13788,3.71,-6.93,-49.73,42.76,48.64
13802,0.32,0.53,-66.57,45.14,49.27
13816,18.37,6.62,-38.81,44.51,49.88
13830,-1.03,0.79,-57.17,45.78,50.52
13844,-0.34,-0.14,-53.68,46.57,51.17
13858,16.55,-1.43,-49.58,46.87,51.83
13872,16.55,-1.43,-49.58,47.14,52.50
13886,16.55,-1.43,-49.58,47.38,53.17
13900,-27.33,22.55,-43.85,47.03,53.83
13915,-0.15,0.27,-43.64,46.69,54.50
13929,-3.96,1.37,-39.25,45.95,55.14
13942,-5.15,-3.08,-36.44,45.00,55.76
13957,0.09,12.68,-32.17,43.71,56.38
13971,10.13,-8.37,-39.06,43.25,56.98
13984,8.29,2.00,-34.79,42.40,57.58
13999,2.44,14.27,-32.24,41.39,58.15
14012,2.47,8.19,-31.54,40.40,58.72
14026,2.47,8.19,-31.54,39.51,59.26
14040,2.47,8.19,-31.54,38.72,59.79
14054,0.04,9.14,-22.32,37.08,60.30
14067,7.13,5.18,-19.80,35.35,60.79
14082,16.13,9.47,-15.61,33.38,61.25
14095,-0.07,-0.27,-16.29,31.67,61.69
14109,25.17,-9.67,-18.35,30.33,62.12
14124,27.88,-13.76,-16.58,28.96,62.53
14138,-0.27,0.21,-18.01,27.86,62.93
14151,11.23,-4.10,-15.22,26.60,63.30
14166,11.23,-4.10,-15.22,25.46,63.66
14180,11.23,-4.10,-15.22,24.44,64.00
14194,11.23,-4.10,-15.22,23.52,64.33
14208,-3.39,-1.64,-13.35,22.50,64.65
14222,2.30,-3.96,-12.11,21.46,64.95
14236,3.53,-10.90,-12.68,20.58,65.24
14251,2.58,-4.94,-13.25,19.85,65.52
14264,2.77,-6.04,-14.36,19.30,65.79
14278,-3.98,-3.01,-14.94,18.86,66.05
14292,0.99,0.65,-15.34,18.51,66.31
14306,6.41,-6.54,-16.04,18.26,66.56
14320,6.41,-6.54,-16.04,18.04,66.82
14333,6.41,-6.54,-16.04,17.84,67.06
14348,-0.19,-0.35,-33.10,19.37,67.33
14362,-44.29,19.33,-25.29,19.96,67.62
14376,-189.20,78.34,-23.76,20.34,67.91
14391,-59.35,147.26,0.70,18.38,68.17
14404,2.30,-5.49,6.93,17.23,68.41
14418,0.08,0.32,0.24,15.53,68.63
14432,30.19,-61.01,3.77,14.36,68.82
14445,-12.76,-25.25,3.47,13.27,69.00
14459,-23.02,-5.61,3.09,12.25,69.18
14474,-23.02,-5.61,3.09,11.33,69.33
14487,-23.02,-5.61,3.09,10.51,69.48
14501,9.16,40.40,3.02,9.76,69.62
14515,0.57,-0.72,5.32,9.32,69.74
14528,0.76,0.23,7.49,9.13,69.87
14541,27.92,-17.07,10.08,9.23,69.99
14556,25.40,-27.02,10.39,9.35,70.12
14570,-1.05,0.25,7.32,9.14,70.25
14583,0.63,-0.32,5.62,8.79,70.36
14597,-28.34,-14.25,16.81,9.59,70.49
14610,-16.15,-39.85,16.40,10.27,70.64
14624,-16.15,-39.85,16.40,10.89,70.79
14639,-16.15,-39.85,16.40,11.44,70.96
14653,11.41,5.73,4.56,10.75,71.11
14667,-2.62,-16.34,3.55,10.03,71.25
14681,4.96,-31.36,4.73,9.50,71.38
14695,4.18,19.51,6.93,9.24,71.50
14708,3.58,-2.22,5.95,8.91,71.62
14722,21.34,-29.38,-5.73,8.59,71.74
14735,0.17,0.00,0.14,7.75,71.85
14748,-0.19,0.69,-0.08,6.98,71.94
14763,11.13,0.84,-1.36,6.42,72.03
14776,11.13,0.84,-1.36,5.91,72.11
14789,11.13,0.84,-1.36,5.46,72.18
14802,4.80,6.14,-1.66,5.08,72.25
14817,0.71,2.43,-1.45,4.72,72.31
14830,3.32,-8.53,-0.70,4.31,72.37
14843,-1.53,-10.35,-1.46,4.03,72.43
14858,-3.50,1.67,-1.30,3.76,72.48
14871,-2.51,-9.67,-1.36,3.52,72.53
14884,2.17,-17.29,-0.72,3.24,72.57
14899,1.15,-16.21,-0.25,2.94,72.61
14912,0.83,-10.52,0.07,2.65,72.65
14925,0.83,-10.52,0.07,2.39,72.68
14940,0.83,-10.52,0.07,2.16,72.71
14953,5.87,-3.33,0.16,1.96,72.74
14966,-14.69,16.74,14.54,3.22,72.78
14981,-16.87,10.51,12.29,4.12,72.84
14994,-16.59,8.69,10.61,4.77,72.90
15008,-0.11,0.14,0.16,4.31,72.96
15022,-7.98,-2.69,8.04,4.68,73.03
15035,-7.33,-16.79,7.45,4.96,73.09
15049,0.02,0.47,0.15,4.48,73.16
15063,4.82,0.79,8.19,4.85,73.22
15076,4.82,0.79,8.19,5.18,73.29
15088,4.82,0.79,8.19,5.48,73.36
15101,4.82,0.79,8.19,5.75,73.44
15115,1.16,10.84,0.41,5.22,73.51
15128,-3.14,7.57,-0.13,4.71,73.57
15142,-5.73,-2.10,-0.54,4.29,73.63
15156,-3.24,11.51,-0.56,3.92,73.68
15170,-0.05,0.06,-0.37,3.57,73.73
15183,0.09,-0.03,0.03,3.21,73.78
15197,3.91,-8.13,-0.29,2.92,73.81
15210,3.53,-17.07,0.03,2.63,73.85
15224,3.53,-17.07,0.03,2.37,73.88
15238,3.53,-17.07,0.03,2.14,73.91
15251,3.53,-17.07,0.03,1.93,73.94
15264,21.05,-14.73,6.21,2.35,73.97
15279,8.94,35.87,-0.20,2.14,74.00
15292,-3.39,32.06,-6.40,2.57,74.03
15306,-21.45,3.12,-10.59,3.37,74.08
15320,-0.56,0.88,-22.52,5.28,74.15
15334,-0.54,-0.11,-22.97,7.05,74.25
15347,-0.43,0.10,-24.86,8.83,74.37
15362,-7.85,-3.16,-28.06,10.76,74.52
15376,-7.85,-3.16,-28.06,12.49,74.70
15389,-7.85,-3.16,-28.06,14.04,74.90
15404,-35.74,25.28,-35.33,16.17,75.13
15418,-9.13,-7.28,-36.83,18.24,75.39
15432,-1.55,6.24,-33.50,19.77,75.66
15447,14.46,-0.34,-31.21,20.91,75.96
15460,5.56,3.43,-32.21,22.04,76.27
15474,-19.22,9.31,-21.47,21.98,76.57
15488,-0.10,0.13,-34.77,23.26,76.90
15502,-1.49,-4.67,-23.42,23.28,77.22
15516,-4.84,-5.97,-24.31,23.38,77.55
15531,-4.84,-5.97,-24.31,23.47,77.88
15544,-4.84,-5.97,-24.31,23.56,78.22
15558,-8.37,-1.12,-26.50,23.85,78.55
15572,-6.68,-15.20,-23.11,23.78,78.89
15587,4.14,1.40,-19.72,23.37,79.22
15600,54.12,-16.64,-46.30,25.66,79.57
15614,47.71,-5.70,-42.11,27.31,79.96
15629,19.01,-1.71,-41.87,28.76,80.37
15643,5.34,-3.00,-40.89,29.98,80.79
15657,3.67,-13.41,-38.02,30.78,81.22
15671,3.61,-15.22,-37.18,31.42,81.67
15685,3.61,-15.22,-37.18,32.00,82.12
15699,3.61,-15.22,-37.18,32.52,82.58
15714,-7.84,-6.36,-26.01,31.87,83.03
15727,24.81,-8.45,-36.82,32.36,83.48
15741,22.90,-9.72,-32.03,32.33,83.94
15756,-0.59,0.50,-31.04,32.20,84.39
15770,16.34,-1.47,-26.49,31.63,84.83
15783,-7.75,45.53,-27.58,31.22,85.27
15798,0.02,0.17,-32.01,31.30,85.72
15812,7.78,5.05,-25.80,30.75,86.14
15825,8.75,-17.24,-25.28,30.20,86.56
15840,8.75,-17.24,-25.28,29.71,86.97
15854,8.75,-17.24,-25.28,29.27,87.39
15867,0.98,-9.76,-12.83,27.63,87.78
15882,-3.61,-0.51,-11.25,25.99,88.14
15896,-7.09,6.00,-9.72,24.36,88.48
15909,-0.19,0.04,-22.92,24.22,88.82
15924,-9.08,3.81,-7.28,22.52,89.13
15937,-7.87,8.95,-6.04,20.88,89.42
15951,0.12,17.74,-5.52,19.34,89.68
15965,24.46,4.06,-22.43,19.65,89.96
15979,18.69,0.47,-22.13,19.90,90.23
15992,18.69,0.47,-22.13,20.12,90.51
16007,18.69,0.47,-22.13,20.32,90.80
16021,0.77,-2.21,-19.04,20.19,91.08
16034,-3.03,-6.23,-19.74,20.15,91.36
16049,-2.20,-0.82,-19.78,20.11,91.64
16063,10.63,0.44,-17.89,19.89,91.92
16076,2.57,1.27,-17.82,19.68,92.20
16091,-15.98,-10.37,-26.17,20.33,92.48
16105,19.10,10.34,-21.69,20.47,92.77
16119,26.40,8.41,-18.78,20.30,93.06
16133,17.72,2.46,-18.48,20.12,93.34
16147,17.72,2.46,-18.48,19.95,93.62
16161,17.72,2.46,-18.48,19.81,93.89
16175,0.05,-0.24,-22.50,20.07,94.17
16189,15.58,5.60,-10.33,19.10,94.44
16202,4.81,14.26,-10.72,18.26,94.70
16217,-0.30,0.00,-25.83,19.02,94.96
16231,-17.61,-1.35,-13.24,18.44,95.22
16245,-14.11,4.46,-14.13,18.01,95.47
16259,-0.39,-3.24,-14.04,17.61,95.72
16273,23.12,11.25,-13.49,17.20,95.97
16287,23.12,11.25,-13.49,16.83,96.20
16302,23.12,11.25,-13.49,16.50,96.44
16315,23.12,11.25,-13.49,16.19,96.66
16329,-1.18,1.45,-25.44,17.12,96.91
16344,-4.27,45.68,-25.36,17.94,97.16
16358,18.71,-15.50,-23.36,18.49,97.42
16372,27.87,6.84,-19.78,18.61,97.68
16386,7.98,13.12,-20.37,18.79,97.94
16400,-0.03,-0.42,-27.82,19.69,98.22
16414,0.40,-15.79,-18.72,19.60,98.50
16428,-13.65,-13.13,-16.42,19.28,98.77
16442,-13.65,-13.13,-16.42,18.99,99.04
16457,-13.65,-13.13,-16.42,18.73,99.31
16472,-13.65,-13.13,-16.42,18.50,99.58
16486,-3.59,11.41,-10.94,17.75,99.84
16500,-0.13,-0.03,-20.75,18.05,100.09
16515,-2.44,-6.28,-10.73,17.32,100.34
16528,-0.36,-0.04,-20.03,17.59,100.59
16542,0.74,-0.80,-9.40,16.77,100.83
16557,-3.50,17.76,-9.63,16.05,101.05
16571,6.64,14.30,-10.37,15.49,101.27
16585,10.46,25.03,-10.17,14.95,101.48
16600,10.46,25.03,-10.17,14.47,101.69
16613,10.46,25.03,-10.17,14.04,101.89
16627,30.38,3.54,-26.46,15.29,102.11
16642,-9.89,5.95,-18.13,15.57,102.33
16656,-0.21,-0.22,-25.98,16.61,102.56
16670,-5.13,1.17,-18.49,16.80,102.80
16685,-0.58,0.80,-29.96,18.12,103.06
16698,-33.38,12.58,-25.45,18.85,103.32
16713,-16.49,-17.27,-18.37,18.80,103.60
16728,-11.66,-14.34,-16.69,18.59,103.87
16742,-11.66,-14.34,-16.69,18.40,104.14
16756,-11.66,-14.34,-16.69,18.23,104.40
16772,-11.66,-14.34,-16.69,18.07,104.67
16786,-10.02,12.84,-11.81,17.45,104.92
16800,0.66,-0.86,-18.80,17.58,105.18
16815,16.96,-37.19,-4.50,16.27,105.41
16829,6.38,-20.98,-2.32,14.88,105.62
16843,19.53,-0.66,-9.31,14.32,105.82
16857,22.26,-10.08,-6.37,13.53,106.01
16871,16.88,1.80,-4.94,12.67,106.19
16885,17.26,-11.33,-4.27,11.83,106.36
16900,17.26,-11.33,-4.27,11.07,106.51
16914,17.26,-11.33,-4.27,10.39,106.66
16928,2.32,32.97,-13.55,10.71,106.82
16943,6.88,8.77,-13.19,10.96,106.97
16956,-15.20,15.30,-19.20,11.78,107.14
16970,-0.15,-1.04,-31.62,13.76,107.33
16985,-18.88,-16.97,-21.55,14.54,107.54
16999,-0.14,-0.53,-30.16,16.10,107.78
17013,-4.26,-32.36,-16.41,16.13,108.01
17029,14.33,-42.32,-8.93,15.41,108.23
17042,18.82,-33.50,-6.39,14.51,108.44
17056,18.82,-33.50,-6.39,13.70,108.63
17071,18.82,-33.50,-6.39,12.97,108.82
17085,-4.75,14.54,-9.90,12.66,109.00
17099,5.10,-8.03,-17.43,13.14,109.18
17114,2.05,-9.10,-18.53,13.68,109.38
17128,4.31,-4.06,-18.82,14.19,109.58
17141,1.39,-14.01,-18.42,14.61,109.78
17157,-7.53,-16.36,-18.33,14.99,110.00
17170,5.46,-22.18,-15.74,15.06,110.22
17185,-0.66,0.71,-27.84,16.34,110.45
17199,10.21,-8.82,-13.12,16.02,110.67
17213,10.21,-8.82,-13.12,15.73,110.90
17227,10.21,-8.82,-13.12,15.47,111.12
17242,2.21,1.60,-19.40,15.86,111.35
17256,-0.52,0.23,-36.02,17.88,111.60
17270,-5.93,-7.15,-20.40,18.13,111.85
17284,-2.74,-4.37,-19.39,18.25,112.11
17298,-2.28,-6.92,-17.68,18.20,112.37
17312,-6.84,-3.07,-16.80,18.06,112.63
17327,-4.89,1.65,-15.63,17.81,112.88
17341,19.72,5.56,-31.96,19.23,113.16
17355,19.72,5.56,-31.96,20.50,113.45
17370,19.72,5.56,-31.96,21.65,113.75
17383,19.72,5.56,-31.96,22.68,114.07
17397,-1.40,-6.84,-19.18,22.33,114.39
17412,1.06,-5.24,-18.14,21.91,114.70
17426,5.23,-5.35,-16.35,21.35,115.00
17440,2.77,-4.05,-14.70,20.69,115.29
17454,-0.75,0.72,-27.70,21.39,115.59
17468,9.17,6.66,-17.72,21.02,115.89
17482,-1.19,-7.36,-16.80,20.60,116.18
17497,2.88,-3.54,-15.00,20.04,116.46
17511,2.88,-3.54,-15.00,19.54,116.74
17524,2.88,-3.54,-15.00,19.08,117.01
17539,2.88,-3.54,-15.00,18.67,117.27
17553,2.11,-0.61,-7.87,17.59,117.52
17567,-3.59,6.89,-7.47,16.58,117.75
17581,-8.10,9.00,-7.54,15.68,117.97
17595,-10.59,5.06,-10.15,15.12,118.18
17609,-0.40,0.34,-19.97,15.61,118.40
17623,-2.20,-2.06,-9.20,14.97,118.61
17637,-4.71,-6.15,-9.08,14.38,118.82
17651,-6.62,-11.22,-8.61,13.80,119.01
17666,-6.62,-11.22,-8.61,13.28,119.20
17680,-6.62,-11.22,-8.61,12.82,119.38
17694,-0.23,-5.70,-6.08,12.14,119.56
17709,-0.94,0.36,-5.27,11.46,119.72
17722,-0.92,1.26,1.55,10.46,119.87
17736,-0.49,0.18,-16.02,11.02,120.02
17751,-2.13,4.51,0.94,10.01,120.16
17764,-3.30,5.54,0.69,9.08,120.28
17777,-2.83,3.76,0.65,8.24,120.40
17790,-7.44,3.94,0.78,7.49,120.50
17805,-6.22,3.44,1.03,6.84,120.59
17818,-6.22,3.44,1.03,6.26,120.68
17831,-6.22,3.44,1.03,5.74,120.75
17846,-0.43,0.36,-12.96,6.46,120.84
17859,1.01,4.07,-5.03,6.32,120.93
17872,3.15,-1.36,-4.25,6.11,121.01
